period_label,followers_start,followers_end,net_new_followers,planned_posts,published_posts,reels_published,posts_or_carousels_published,story_days_active,content_consistency_percent,avg_views,median_views,avg_reach,median_reach,avg_interactions,avg_likes,avg_comments,avg_shares,avg_saves,avg_accounts_engaged,avg_profile_activity,avg_follows_per_post,engagement_by_followers_percent,engagement_by_reach_percent,dm_inquiries,whatsapp_clicks,workshop_inquiries,hamper_inquiries,orders_from_instagram,lead_to_order_conversion_percent,top_post_url,top_post_objective,notes
2026-05-16_recent_6_post_baseline,4055,4055,0,12,6,4,2,,50,1521.83,849,998.67,281.5,18.33,15.33,0.83,1.67,0.17,,4.0,1.0,0.44,5.37,0,0,0,0,0,0,https://www.instagram.com/kraftedforyou198_/reel/DYSA0mBzJL4/,Founder intro reel,Owner-side Insights extraction from recent 6-post sample between 2026-03-03 and 2026-05-16
