record_id,source_type,photo_reference,occasion,visible_contents,handmade_element,sourced_items,packaging_style,likely_budget_band,complexity_level,visual_strength,repeatable_pattern,do_not_repeat,option_cluster,personalization_levers,lead_time_risk,founder_fit_rating,founder_correction,next_template_change

